sku,name,category,price_per_day_eur,price_per_day_cents,description,image_url,image_urls_all,image_count,availability,source_url,tags
TAPI-ROUG-VENT-011,Tapis rouge (vente au mètre),decorations,5,500,"Apportez une touche d’élégance et de prestige à vos événements avec ce tapis rouge de haute qualité. Idéal pour créer une entrée majestueuse, il sublimera vos mariages, galas, soirées VIP et autres occasions spéciales.","https://static.wixstatic.com/media/2ef057_25158755794a45b3917397ac3e3c9b1f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_25158755794a45b3917397ac3e3c9b1f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/tapis-rouge-vente-au-m%C3%A8tre,tapis
ARRO-EN-CUIV-012,Arrosoir en cuivre,decorations,5,500,Bel arrosoir en cuivre pour la décoration de votre événement. ,"https://static.wixstatic.com/media/2ef057_818e4f2f9a3b4737851127ad5df8c655~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_818e4f2f9a3b4737851127ad5df8c655~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_74edb7fb33ef4cfba586a548e6b00ea9~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",2,InStock,https://www.le-splendid.events/product-page/arrosoir-en-cuivre,
CABI-TELE-013,Cabine téléphonique,decorations,150,15000,"Offrez à vos invités une expérience originale avec notre cabine téléphonique !Plongez vos convives dans une ambiance rétro en leur permettant de laisser un message vocal inoubliable lors de votre événement. Le concept est simple : vos invités entrent dans la cabine, décrochent le combiné, écoutent votre message d’accueil personnalisé, puis, après le BIP, ils enregistrent leur message vocal, rempli d’émotion, d’humour ou de souvenirs. La cabine est équipée d’un téléphone avec une capacité de 32 Go, permettant jusqu’à 50 heures d’enregistrement.Tous les messages sont enregistrés directement sur l’appareil et vous seront envoyés via un lien de téléchargement après l’événement. Une animation originale, élégante et pleine de charme, idéale pour un mariage, un anniversaire ou tout autre moment unique.","https://static.wixstatic.com/media/2ef057_21b7b54ef0d14d4aac306a105780e267~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_21b7b54ef0d14d4aac306a105780e267~mv2.png/v1/fit/w_500,h_500,q_90/file.png",1,InStock,https://www.le-splendid.events/product-page/cabine-t%C3%A9l%C3%A9phonique,animation | cabine_photo
MACH-A-FUME-014,Machine à fumée lourde,machines,30,3000,"Machine à fumée lourde, idéale pour créer un effet de &quot;brouillard au sol&quot; lors de vos événements.Fonctionnant à ultrasons et avec de l’eau, elle génère une fumée dense qui reste près du sol, parfaite pour des moments magiques comme les ouvertures de bal. Cette machine est simple à utiliser.Consommable inclu.","https://static.wixstatic.com/media/2ef057_9bd38f78e54742bb8f3e4f268115bb10~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_9bd38f78e54742bb8f3e4f268115bb10~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_66d0885c194a4d9b8f0d234d955a6f67~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_ec6d9847a77d4c96a39788709a776e32~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",3,InStock,https://www.le-splendid.events/product-page/machine-%C3%A0-fum%C3%A9e-lourde,machine
NAPP-ROND-BLEU-015,Nappe ronde bleue,nappes,9,900,"Nappe en tissu rondeCette nappe élégante et résistante est parfaite pour habiller vos tables lors de réceptions et d'événements.Cependant, faites attention à l'utilisation de bougies et de cierges magiques, car ils peuvent endommager la nappes.Matière : 100 % cotonGrammage : 400 g/m²Ce matériel est loué propre et défroissé. Pour une finition parfaite, nous vous conseillons d'utiliser un fer à repasser avant l'événement.Le nettoyage est assuré par nos soins.","https://static.wixstatic.com/media/2ef057_7474da3caba04840b50b7d292677d080~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_7474da3caba04840b50b7d292677d080~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_f63264cce16542b68d2db9fc54c0b2cf~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_88117912b129487cb7f9895e46d856fa~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg",3,InStock,https://www.le-splendid.events/product-page/nappe-ronde-bleue,nappe
PUIS-GEAN-016,Puissance 4 géant,decorations,50,5000,"Amusez petits et grands avec ce Puissance 4 géant, un jeu incontournable pour animer vos événements.Idéal pour les mariages, anniversaires, ou fêtes en plein air, il offre une animation ludique et interactive pour vos convives.Sa taille imposante ajoute une dimension fun à ce classique des jeux de stratégie. ","https://static.wixstatic.com/media/2ef057_4ac114683bcc44508d64a70a48867cd2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_4ac114683bcc44508d64a70a48867cd2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_1eaf80b652424f979f474c29817fb73d~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_8f4402c7780041d8af72dc2e83b4176d~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg",3,InStock,https://www.le-splendid.events/product-page/puissance-4-g%C3%A9ant,animation | jeu
ARCH-HEXA-017,Arche hexagonale,decorations,40,4000,L'arche hexagonale est idéale pour ajouter une touche moderne et élégante à votre événement.Un voilage blanc est fourni avec l'arche.Aucun support ni ornement n'est fourni.L'arche est transportée démontée et nécessite un montage avant utilisation.,"https://static.wixstatic.com/media/2ef057_7d4581c7007e4eb4a1b3cfdf1638cbae~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_7d4581c7007e4eb4a1b3cfdf1638cbae~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_f5d3b5a9857e42ffb45f482eb6c49e91~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_e715ae13da5547c4a3fa7743e10acdb2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_40f55b0cc5cd402196adf1b4388730f1~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_e227f9d063ac436994fc38d0c29e673f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_d5ef19b878974a9d86b04a31f4c228f9~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg",6,InStock,https://www.le-splendid.events/product-page/arche-hexagonale,structure
LIVR-AUDI-PLUS-018,Livre audio (plusieurs coloris),decorations,60,6000,"Offrez à vos invités une expérience unique en leur permettant de laisser un message vocal lors de votre événement !Vos invités décrochent le combiné, écoutent votre répondeur personnalisé, puis, après le BIP, ils peuvent enregistrer leurs propres messages.Le téléphone dispose d'une capacité de 32 Go, (~50 heures d’enregistrement).Les messages sont stockés directement sur l’appareil, et vous serront envoyé par un lien de téléchargement.","https://static.wixstatic.com/media/2ef057_ae6be6942f4f4a3db1c0c12d985ab028~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_ae6be6942f4f4a3db1c0c12d985ab028~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_cd3afd042a4148e2896f2ff8edcbc7fe~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_02907c30be3a459b8b2aebb26364a3fa~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_002a4ef8b005491f97cae2556e0b04e3~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",4,InStock,https://www.le-splendid.events/product-page/livre-audio,livre_dor
PUPI-BOIS-019,Pupitre bois,decorations,20,2000,"Ce pupitre en bois apporte une touche élégante et naturelle à vos événements. Parfait pour les cérémonies, conférences, discours ou mariages, il s'intègre idéalement dans une décoration rustique ou champêtre.","https://static.wixstatic.com/media/2ef057_ac73e4400f2646ca89790852d09bacc7~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_ac73e4400f2646ca89790852d09bacc7~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_1105a6ef5fcd4258bdd46297c8ca7807~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_50c797c77d234d7c917bc1ae1b6e9829~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_615653f4ba304dfa9a4243133c741625~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_ddc2e8715b8b4df1860e12a5d1f4487a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",5,InStock,https://www.le-splendid.events/product-page/pupitre-bois,pupitre
COLO-GOLD-020,Colonne gold,decorations,9,900,"Colonne métal gold, idéale en centre de table pour une décoration florale spectaculaire qui ne coupera pas la vision de vos invités.Location hors fleurs.","https://static.wixstatic.com/media/2ef057_a6e39059fc564cac9259ea2d10d75c58~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_a6e39059fc564cac9259ea2d10d75c58~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_089af15dc5cd4313806708998aff6547~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_51e14773913247e09d640674814be26d~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_e0e7ce12bb78466eae8e2feacf6b1b51~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_9d1a184eb47f4aee92bb86b9712fdd52~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg",5,InStock,https://www.le-splendid.events/product-page/colonne-gold,structure | centre_table
RIDE-LED-M-021,Rideau LED (3m),decorations,30,3000,"Ajoutez une touche féerique à vos événements avec ce rideau LED. Parfait pour créer une ambiance magique lors de mariages, soirées ou fêtes, il illumine votre espace avec des lumières scintillantes. Facile à installer, il peut être utilisé en arrière-plan pour des photos mémorables ou pour habiller vos murs et structures.","https://static.wixstatic.com/media/2ef057_91bfa68585e44dc8a264ef7f3d5cad6f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_91bfa68585e44dc8a264ef7f3d5cad6f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_42fff55aa81d4e99a8c896df4fed58f8~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_b8e099a0a7db4159b8a6e124fcc59e63~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_bdbee2a3c8e44521a6d642b75c7e21fa~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg",4,InStock,https://www.le-splendid.events/product-page/rideau-led,eclairage
NOEU-MULT-TULL-022,Noeud multicolore tulle,housses,0.4,40,"Nœud de chaise, l'accessoire parfait pour sublimer vos chaises lors de vos événements.","https://static.wixstatic.com/media/2ef057_622800952e3d4304a447f9711e4067a8~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_622800952e3d4304a447f9711e4067a8~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_caa62a40c03b4ca0ac1ef96213a2f97d~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg",2,InStock,https://www.le-splendid.events/product-page/noeud-multicolore-tulle,noeud
NOEU-JAUN-LYCR-023,Noeud jaune lycra,housses,0.5,50,"Nœud de chaise, l'accessoire parfait pour sublimer vos chaises lors de vos événements.","https://static.wixstatic.com/media/2ef057_4e97d968b7a14034b948a4e8946e075e~mv2.png/v1/fit/w_500,h_500,q_90/file.png","https://static.wixstatic.com/media/2ef057_4e97d968b7a14034b948a4e8946e075e~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_5717fbdaeaf94537aa86c129cec24718~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",2,InStock,https://www.le-splendid.events/product-page/noeud-jaune-lycra,noeud
DIST-DE-BOIS-024,Distributeur de boisson,machines,3,300,Distributeur de boisson de 3L.⚠️Ce matériel est loué propre.Le matériel doit être rendu propre.Frais de nétoyage 10€.,"https://static.wixstatic.com/media/2ef057_6664a30563aa4d73b8bdfc172bb7fae2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_6664a30563aa4d73b8bdfc172bb7fae2~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/distributeur-de-boisson,distributeur
TOIL-BABY-BOY-025,Toile Baby boy,decorations,15,1500,Louée avec son armature pour une installation facile et rapide.,"https://static.wixstatic.com/media/2ef057_c60e131e6d3b4499a71b37819a7ae2fd~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_c60e131e6d3b4499a71b37819a7ae2fd~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/toile-baby-boy,photobooth | bapteme
MIRO-PREN-026,MiroirBooth prenium,decorations,200,20000,"Apportez une touche d’originalité à votre événement avec notre Mirror Booth. Il capture des photos de plein pied tout en offrant un effet miroir unique qui reflète parfaitement vos invités. Le Mirror Booth permet à vos convives de se photographier dans leur intégralité, avec un rendu miroir élégant.Idéal pour mariages, anniversaires, soirées d’entreprise ou tout autre événement festif, il crée des souvenirs inoubliables. ","https://static.wixstatic.com/media/2ef057_c0045e1d3e0641719c36d6a71fde7482~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_c0045e1d3e0641719c36d6a71fde7482~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_f6c17ffe6954411cbaadc08bf239282b~mv2.jpeg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_c2ddacf3979042b6908c9723d8634d7a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_635dfd7500f9491888801fb8b3434d84~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/2ef057_029ad3e5122d4a3c9f13f2ad894f1b88~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_2853b6468d9348bb9be960441ab25e2f~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",6,InStock,https://www.le-splendid.events/product-page/mirroirbooth,photobooth
PUPI-FER-FORG-027,Pupitre fer forgé,decorations,20,2000,Apportez une touche d'élégance à vos cérémonies et événements avec ce pupitre en fer forgé blanc.,"https://static.wixstatic.com/media/2ef057_66b32b98547e453da560f277fb189662~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp","https://static.wixstatic.com/media/2ef057_66b32b98547e453da560f277fb189662~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp",1,InStock,https://www.le-splendid.events/product-page/pupitre-fer-forg%C3%A9,pupitre
MACH-A-POPC-028,Machine à popcorn,machines,50,5000,"Machine à popcorn, idéale pour apporter une ambiance festive et gourmande à vos événements. Facile à utiliser, elle permet de préparer du popcorn frais en quelques minutes, pour régaler vos invités lors de mariages, fêtes ou soirées cinéma.Les consommables (maïs, huile, sucre et sachet) ne sont pas inclus.⚠️Ce matériel est loué propre.Le matériel doit être rendu propre.Frais de nettoyage 25€","https://static.wixstatic.com/media/2ef057_1d45ae5a91804c4fa2782788e817ab97~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_1d45ae5a91804c4fa2782788e817ab97~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/machine-%C3%A0-popcorn,machine
NUME-DE-TABL-029,Numéros de table jute,decorations,2,200,"Numéros de table en toile de jute (lot de 12), parfaits pour vos centres de table. Ces numéros en toile de jute sont conçus pour être enroulés autour d'une bouteille ou d'un petit vase, apportant une touche élégante et rustique à vos décorations de table. Idéals pour identifier facilement le numéro de chaque table lors de vos réceptions.","https://static.wixstatic.com/media/2ef057_a9f9abb3840c419482fb72e9e792284a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_a9f9abb3840c419482fb72e9e792284a~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_eb42185aa28b42eda6549af162229e6c~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",2,InStock,https://www.le-splendid.events/product-page/num%C3%A9ros-de-table-jute,centre_table | numeros
MACH-A-FUME-030,Machine à fumée,machines,15,1500,"Machine à fumée, parfaite pour ajouter une ambiance spectaculaire à vos événements.Avec un temps de chauffe d’environ 2 minutes, cette machine est prête rapidement pour diffuser une fumée légère, idéale pour sublimer les jeux de lumière et créer une atmosphère unique.Elle est autonome et peut être utilisée en intérieur ou en extérieur.Consommable inclu.","https://static.wixstatic.com/media/2ef057_a335572e27e44636897f052726310ee7~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_a335572e27e44636897f052726310ee7~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",1,InStock,https://www.le-splendid.events/product-page/machine-%C3%A0-fum%C3%A9e,machine
MACH-A-FUME-031,Machine à fumée lourde Pro,machines,80,8000,Machine à fumée lourde Pro avec un débit impressionnant. Cette machine est idéale pour créer un effet de brouillard au sol saisissant. ,"https://static.wixstatic.com/media/2ef057_c5e4539f8ee4433daca1b28fadaee978~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp","https://static.wixstatic.com/media/2ef057_c5e4539f8ee4433daca1b28fadaee978~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp | https://static.wixstatic.com/media/2ef057_efece8817a704d8184ec85de1b9c5ccf~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp",2,InStock,https://www.le-splendid.events/product-page/machine-%C3%A0-fum%C3%A9e-lourde-pro,machine
NUD-EN-TOIL-032,"Nœud en toile de jute (Mr/Mrs, Mr/Mr, Mrs/Mrs)",decorations,2,200,"Ces nœuds en toile de jute, spécialement conçus pour les dossiers des chaises des mariés, ajoutent une touche rustique et romantique à votre décoration de mariage.Disponibles avec les inscriptions Mr/Mrs, Mr/Mr, ou Mrs/Mrs.","https://static.wixstatic.com/media/2ef057_fd88fd38bd2244869f5a2b7718267cd0~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_fd88fd38bd2244869f5a2b7718267cd0~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_44d5181a6479497dafa4f06e4f6d3790~mv2.webp/v1/fit/w_500,h_500,q_90/file.webp",2,InStock,https://www.le-splendid.events/product-page/n%C5%93ud-en-toile-de-jute-mr-mrs-mr-mr-mrs-mrs,
TABL-ROND-PERS-033,Table ronde (~8 pers),tables,12,1200,"Apportez élégance et convivialité à vos événements grâce à notre table ronde de 150 cm de diamètre, parfaite pour accueillir confortablement 8 personnes. Idéale pour un mariage, un anniversaire, une réception ou un événement d’entreprise, elle favorise les échanges et crée une ambiance chaleureuse.","https://static.wixstatic.com/media/2ef057_f3586ae540e44266bf868b62cb31af8b~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg","https://static.wixstatic.com/media/2ef057_f3586ae540e44266bf868b62cb31af8b~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_e63610664cc247c992bf6ae8987ef6f6~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg | https://static.wixstatic.com/media/2ef057_ad96fa90b96b4d22a1e1ae441d128819~mv2.jpg/v1/fit/w_500,h_500,q_90/file.jpg",3,InStock,https://www.le-splendid.events/product-page/table-ronde-8-10-pers,
